comment,class
I am in office:)whats the matter..msg me now.i will call you at break:).,spam
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",spam
"Today's Offer! Claim ur �150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. �3.00 Sub. 16 . Unsub reply X",ham
U reach orchard already? U wan 2 go buy tickets first?,spam
"I am real, baby! I want to bring out your inner tigress...",spam
No da if you run that it activate the full version da.,spam
"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",spam
Stop the story. I've told him i've returned it and he's saying i should not re order it.,spam
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,ham
Going to take your babe out ?,spam
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,spam
Spoons it is then okay?,spam
Did he just say somebody is named tampa,spam
In work now. Going have in few min.,spam
Your brother is a genius,spam
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",spam
Did u find out what time the bus is at coz i need to sort some stuff out.,spam
Dude ive been seeing a lotta corvettes lately,spam
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net �1.50pm approx 3mins,ham
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",spam
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,ham
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,ham
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,ham
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",spam
Its going good...no problem..but still need little experience to understand american customer voice...,spam
I'll text you when I drop x off,spam
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,spam
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,spam
"Shop till u Drop, IS IT YOU, either 10K, 5K, �500 Cash or �100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",ham
Are you in castor? You need to see something,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. �1.50 SP:Tyrone,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,ham
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,ham
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,ham
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",spam
I love to give massages. I use lots of baby oil... What is your fave position?,spam
Dude we should go sup again,spam
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,spam
Gibbs unsold.mike hussey,spam
I like to talk pa but am not able to. I dont know y.,spam
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,spam
You unbelievable faglord,spam
Wife.how she knew the time of murder exactly,spam
Why do you ask princess?,spam
I am great princess! What are you thinking about me? :),spam
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,spam
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,spam
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,spam
"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",spam
Hope you are having a good week. Just checking in,spam
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",spam
"Thursday night? Yeah, sure thing, we'll work it out then",spam
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",ham
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,spam
How is it possible to teach you. And where.,spam
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",spam
Lovely smell on this bus and it ain't tobacco... ,spam
"We're all getting worried over here, derek and taylor have already assumed the worst",spam
Hey what's up charles sorry about the late reply.,spam
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",ham
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,spam
WHITE FUDGE OREOS ARE IN STORES,spam
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",ham
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,spam
I am sorry it hurt you.,spam
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,spam
Ok lor but not too early. Me still having project meeting now.,spam
"Call me da, i am waiting for your call.",spam
I could ask carlos if we could get more if anybody else can chip in,spam
Was actually about to send you a reminder today. Have a wonderful weekend,spam
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",spam
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,spam
Dont talk to him ever ok its my word.,spam
When u wana see it then,spam
On ma way to school. Can you pls send me ashley's number,spam
It shall be fine. I have avalarr now. Will hollalater,spam
She went to attend another two rounds today..but still did't reach home..,spam
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,spam
"K, wait chikku..il send aftr  &lt;#&gt; mins",spam
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,spam
K:)i will give my kvb acc details:),spam
Oh all have to come ah?,spam
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over �1million to give away ! ppt150x3+normal text rate box403 w1t1jy,ham
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),spam
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,spam
So do you have samus shoulders yet,spam
What time you think you'll have it? Need to know when I should be near campus,spam
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or �1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",ham
Then dun wear jeans lor...,spam
"Since when, which side, any fever, any vomitin.",spam
K:)k.are you in college?,spam
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",ham
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,spam
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),spam
Theyre doing it to lots of places. Only hospitals and medical places are safe.,spam
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),ham
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,spam
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",spam
I cant wait to see you! How were the photos were useful? :),spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ham
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,spam
Chk in ur belovd ms dict,spam
Is that what time you want me to come?,spam
"Awesome, lemme know whenever you're around",spam
Shb b ok lor... Thanx...,spam
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",spam
Also remember to get dobby's bowl from your car,spam
Filthy stories and GIRLS waiting for your,ham
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,spam
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",spam
Welp apparently he retired,spam
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,spam
Where @,spam
U sure u can't take any sick time?,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",spam
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,spam
Are you this much buzy,spam
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,spam
I am not sure about night menu. . . I know only about noon menu,spam
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,spam
Are you willing to go for aptitude class.,spam
"It wont b until 2.15 as trying 2 sort house out, is that ok?",spam
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",spam
"Haha awesome, omw back now then",spam
Yup i thk so until e shop closes lor.,spam
what is your account number?,spam
Eh u send wrongly lar...,spam
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,spam
Ok i shall talk to him,spam
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,spam
Hey you can pay. With salary de. Only  &lt;#&gt; .,spam
Another month. I need chocolate weed and alcohol.,spam
If he started searching he will get job in few days.he have great potential and talent.,spam
Reckon need to be in town by eightish to walk from * carpark.,spam
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",ham
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,spam
Yo guess what I just dropped,spam
Carlos says he'll be at mu in  &lt;#&gt;  minutes,spam
I'm in office now . I will call you  &lt;#&gt;  min:),spam
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",spam
"Yun ah.the ubi one say if �_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.̬n",spam
Ugh. Gotta drive back to sd from la. My butt is sore.,spam
26th OF JULY,spam
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,spam
Up to �_... �� wan come then come lor... But i din c any stripes skirt...,spam
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,spam
"I can't, I don't have her number!",spam
Change again... It's e one next to escalator...,spam
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,spam
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,spam
Then �_ wait 4 me at bus stop aft ur lect lar. If i dun c �_ then i go get my car then come back n pick �_.,spam
"Aight will do, thanks again for comin out",spam
No..but heard abt tat..,spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,ham
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,spam
&lt;#&gt;  am I think? Should say on syllabus,spam
Umma. Did she say anything,spam
Give me a sec to think think about it,spam
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,ham
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,spam
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",spam
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",spam
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,spam
"I just got home babe, are you still awake ?",spam
I dunno they close oredi not... �� v ma fan...,spam
Just buy a pizza. Meat lovers or supreme. U get to pick.,spam
"Ya, told..she was asking wats matter?",spam
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,ham
Shall i send that exe to your mail id.,spam
Nope watching tv at home... Not going out. V bored...,spam
Don know..wait i will check it.,spam
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,ham
We still on for tonight?,spam
May i call You later Pls,spam
Hasn't that been the pattern recently crap weekends?,spam
I have a sore throat. It's scratches when I talk,spam
Yes da. Any plm at ur office,spam
Are you not around or just still asleep? :V,spam
"Lol you forgot it eh ? Yes, I'll bring it in babe",spam
"Its good, we'll find a way",spam
Can not use foreign stamps in this country. Good lecture .,spam
Yup bathe liao...,spam
HAPPY NEW YEAR MY NO.1 MAN,spam
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",spam
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,spam
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",spam
"No my blankets are sufficient, thx",spam
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",spam
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",spam
They just talking thats it de. They wont any other.,spam
Today am going to college so am not able to atten the class.,spam
I'm in class. Will holla later,spam
Easy ah?sen got selected means its good..,spam
Mmm thats better now i got a roast down me! i��d b better if i had a few drinks down me 2! Good indian?,spam
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",ham
"Come round, it's . ",spam
"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",spam
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",ham
I walked an hour 2 c u! doesn��t that show I care y wont u believe im serious?,spam
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,ham
Are you available for soiree on June 3rd?,spam
Do u noe wat time e place dat sells 4d closes?,spam
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",spam
Jay's getting really impatient and belligerent,spam
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,spam
I'm at work. Please call,spam
Then u drive lor.,spam
Ard 515 like dat. Y?,spam
Tell me they're female :V how're you throwing in? We're deciding what all to get now,spam
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+,ham
I'm working technical support :)voice process.networking field.,spam
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,spam
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,spam
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,ham
"That's fine, I'll bitch at you about it later then",spam
No my mum went 2 dentist.,spam
Once free call me sir. I am waiting for you.,spam
Meeting u is my work. . . Tel me when shall i do my work tomorrow,spam
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,ham
Jus finish bathing...,spam
"alright, I'll make sure the car is back tonight",spam
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,ham
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,ham
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,spam
Aight ill get on fb in a couple minutes,spam
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,spam
Where can download clear movies. Dvd copies.,spam
"Yep, by the pretty sculpture",spam
Convey my regards to him,spam
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,spam
You tell what happen dont behave like this to me. Ok no need to say,spam
Can u get pic msgs to your phone?,spam
Send to someone else :-),spam
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,spam
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,spam
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",spam
I don't think he has spatula hands!,spam
You can never do NOTHING,spam
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,ham
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,spam
WIN URGENT! Your mobile number has been awarded with a �2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,ham
Please da call me any mistake from my side sorry da. Pls da goto doctor.,spam
Where r we meeting?,spam
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",spam
Now only i reached home. . . I am very tired now. . I will come tomorro,spam
Ryder unsold.now gibbs.,spam
Dear Subscriber ur draw 4 �100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,ham
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,spam
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,spam
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,spam
You busy or can I come by at some point and figure out what we're doing tomorrow,spam
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",spam
Black shirt n blue jeans... I thk i c �_...,spam
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,spam
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,ham
on hen night. Going with a swing,spam
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",spam
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,spam
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),spam
S s..first time..dhoni rocks...,spam
Ok ill tell the company,spam
"Awesome, think we can get an 8th at usf some time tonight?",spam
So that means you still think of teju,spam
"No I'm good for the movie, is it ok if I leave in an hourish?",spam
No no:)this is kallis home ground.amla home town is durban:),spam
So lets make it saturday or monday as per convenience.,spam
Hey... What time is your driving on fri? We go for evaluation on fri?,spam
"449050000301 You have won a �2,000 price! To claim, call 09050000301.",ham
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,spam
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",ham
Cancel cheyyamo?and get some money back?,spam
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,ham
Ok.ok ok..then..whats ur todays plan,spam
Good morning princess! How are you?,spam
Aiyar sorry lor forgot 2 tell u...,spam
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,ham
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,spam
"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",spam
Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ham
"So check your errors and if you had difficulties, do correction.",spam
Howz pain?hope u r fine..,spam
"Sorry, I'll call later",spam
Good morning princess! How are you?,spam
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",spam
U wake up already? Thanx 4 e tau sar piah it's quite nice.,spam
K do I need a login or anything,spam
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,ham
LOL ... No just was busy,spam
What * u wearing?,spam
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,spam
Oh:)as usual vijay film or its different?,spam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,ham
Have you had a good day? Mine was really busy are you up to much tomorrow night?,spam
And is there a way you can send shade's stuff to her. And she has been wonderful too.,spam
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,spam
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",ham
Babe ? I lost you ... :-(,spam
Ok... Help me ask if she's working tmr a not?,spam
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,spam
Not a drop in the tank,spam
(That said can you text him one more time?),spam
"Sorry, I'll call later",spam
Ok i go change also...,spam
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(�1.50p. m),ham
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,spam
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",spam
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,spam
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,spam
Hey! There's veggie pizza... :/,spam
Yun buying... But school got offer 2000 plus only...,spam
You sure your neighbors didnt pick it up,spam
K. I will sent it again,spam
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",spam
Well. Im computerless. Time to make some oreo truffles,spam
"Haha yeah I see that now, be there in a sec",spam
I am not having her number sir,spam
Lol now I'm after that hot air balloon!,spam
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,spam
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,spam
"Yeah, we can probably swing by once my roommate finishes up with his girl",spam
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",ham
Happy new years melody!,spam
�� dun need to pick ur gf?,spam
Yay! You better not have told that to 5 other girls either.,spam
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,spam
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",spam
Just nw i came to hme da..,spam
"I'm outside islands, head towards hard rock and you'll run into me",spam
To day class is there are no class.,spam
I'm in chennai velachery:),spam
You flippin your shit yet?,spam
"K give me a sec, breaking a  &lt;#&gt;  at cstore",spam
Am i that much bad to avoid like this?,spam
"Yo, you around? Just got my car back",spam
Annoying isn't it.,spam
"Goodmorning, Today i am late for  &lt;#&gt; min.",spam
There's no point hangin on to mr not right if he's not makin u happy,spam
All will come alive.better correct any good looking figure there itself..,spam
In that case I guess I'll see you at campus lodge,spam
We're done...,spam
Come to my home for one last time i wont do anything. Trust me.,spam
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,spam
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 �3/wk 087016248,ham
Ok... C ya...,spam
You have 1 new voicemail. Please call 08719181503,ham
What he said is not the matter. My mind saying some other matter is there.,spam
He also knows about lunch menu only da. . I know,spam
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",spam
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,spam
Otherwise had part time job na-tuition..,spam
I know she called me,spam
"Me also da, i feel yesterday night  wait til 2day night dear.",spam
Thanks for understanding. I've been trying to tell sura that.,spam
WIN a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,ham
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,spam
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",ham
I need you to be in my strong arms...,spam
Also maaaan are you missing out,spam
His bday real is in april .,spam
Guessin you ain't gonna be here before 9?,spam
Ok then i will come to ur home after half an hour,spam
"Yo, the game almost over? Want to go to walmart soon",spam
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",spam
I'll text now! All creepy like so he won't think that we forgot,spam
"that would be good ��_ I'll phone you tomo lunchtime, shall I, to organise something?",spam
You have 1 new voicemail. Please call 08719181513.,ham
"Damn, can you make it tonight or do you want to just wait til tomorrow",spam
K..k..i'm also fine:)when will you complete the course?,spam
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",spam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,ham
Prakesh is there know.,spam
Teach me apps da. When you come to college.,spam
Rofl betta invest in some  anti aging products,spam
You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,ham
"sir, you will receive the account no another 1hr time. Sorry for the delay.",spam
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,ham
So �_'ll be submitting da project tmr rite?,spam
FREE entry into our �250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,ham
Jus ans me lar. U'll noe later.,spam
